number,crime,lat,long,date,Nbh_ID,Loc_type_ID,beat_ID
101772044.0,Larceny-From Vehicle,33.80883,-84.36328,2010-06-26,54,4,15
101731193.0,Larceny-Non Vehicle,33.77859,-84.4177,2010-06-22,139,1,61
101560946.0,Auto Theft,33.68076,-84.40126,2010-06-05,74,1,68
101560139.0,Larceny-Non Vehicle,33.75032,-84.4614,2010-06-05,121,1,72
101520446.0,Larceny-From Vehicle,33.76286,-84.37405,2010-06-01,35,4,50
101552309.0,Larceny-Non Vehicle,33.75177,-84.4857,2010-06-04,78,1,72
101560665.0,Burglary-Residence,33.70081,-84.45327,2010-06-05,3,1,3
101682386.0,Larceny-Non Vehicle,33.7407,-84.36764,2010-06-17,67,4,62
101800925.0,Larceny-Non Vehicle,33.75328,-84.42792,2010-06-29,126,1,58
101630604.0,Burglary-Residence,33.7178,-84.36864,2010-06-12,70,4,1
101551379.0,Larceny-Non Vehicle,33.77429,-84.40719,2010-06-07,50,1,76
101632087.0,Agg Assault,33.76403,-84.35081,2010-06-12,99,1,78
101732074.0,Larceny-Non Vehicle,33.70786,-84.45197,2010-06-22,166,1,3
101551104.0,Larceny-From Vehicle,33.75382,-84.42109,2010-06-04,61,4,58
101811997.0,Robbery-Pedestrian,33.75177,-84.4857,2010-06-30,78,1,72
101731176.0,Larceny-Non Vehicle,33.7532,-84.39201,2010-06-22,15,4,13
101720906.0,Larceny-Non Vehicle,33.74554,-84.4295,2010-06-21,34,1,34
101530862.0,Larceny-From Vehicle,33.76074,-84.38561,2010-06-02,15,1,54
101751931.0,Larceny-Non Vehicle,33.76859,-84.40273,2010-06-24,30,1,28
101581323.0,Larceny-From Vehicle,33.75399,-84.38986,2010-06-07,15,1,13
101760775.0,Auto Theft,33.81341,-84.42552,2010-06-25,129,1,30
101750602.0,Burglary-Residence,33.76952,-84.34537,2010-06-24,133,1,75
101741926.0,Burglary-Residence,33.69981,-84.4184,2010-06-23,63,1,59
101621261.0,Larceny-Non Vehicle,33.71519,-84.46183,2010-06-11,38,1,19
101692095.0,Larceny-From Vehicle,33.78485,-84.38531,2010-06-18,14,1,22
101801541.0,Larceny-Non Vehicle,33.72139,-84.4306,2010-06-29,98,1,10
101780134.0,Larceny-From Vehicle,33.74797,-84.40116,2010-06-27,91,1,49
101590149.0,Robbery-Pedestrian,33.68232,-84.41417,2010-06-08,68,1,63
101791123.0,Auto Theft,33.7389,-84.45143,2010-06-28,167,1,21
101751731.0,Auto Theft,33.72146,-84.45771,2010-06-24,38,1,19
101671527.0,Agg Assault,33.67383,-84.39378,2010-06-16,84,1,68
101520504.0,Auto Theft,33.74814,-84.47018,2010-06-01,168,1,72
101790383.0,Auto Theft,33.78888,-84.38225,2010-06-28,56,1,12
101790523.0,Burglary-Residence,33.70882,-84.39936,2010-06-28,153,1,11
101760800.0,Larceny-Non Vehicle,33.85182,-84.3595,2010-06-25,36,3,6
101670762.0,Burglary-Residence,33.69653,-84.51827,2010-06-16,19,6,17
101600464.0,Larceny-From Vehicle,33.75932,-84.37442,2010-06-09,103,2,50
101671703.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-06-16,20,3,30
101700778.0,Auto Theft,33.72518,-84.45013,2010-06-19,12,4,10
101590605.0,Larceny-From Vehicle,33.77248,-84.37857,2010-06-08,14,1,25
101691482.0,Larceny-Non Vehicle,33.76686,-84.34915,2010-06-18,99,4,78
101800856.0,Burglary-Residence,33.73985,-84.445,2010-06-29,23,1,21
101800576.0,Larceny-From Vehicle,33.867,-84.38249,2010-06-29,72,7,65
101551528.0,Larceny-From Vehicle,33.75495,-84.38417,2010-06-04,15,4,66
101671128.0,Larceny-Non Vehicle,33.80314,-84.47341,2010-06-16,60,1,33
101713257.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-06-20,20,3,30
101660408.0,Burglary-Nonres,33.79871,-84.39048,2010-06-15,14,5,12
101521457.0,Larceny-Non Vehicle,33.73871,-84.39668,2010-06-01,59,1,56
101580672.0,Larceny-Non Vehicle,33.74964,-84.50388,2010-06-07,8,1,4
101772020.0,Larceny-Non Vehicle,33.74496,-84.41777,2010-06-26,132,4,58
101641830.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-06-13,20,3,30
101790415.0,Auto Theft,33.72601,-84.47262,2010-06-28,82,1,48
101551327.0,Burglary-Residence,33.77214,-84.50472,2010-06-04,46,1,43
101790367.0,Larceny-From Vehicle,33.78888,-84.38225,2010-06-28,56,1,12
101580707.0,Auto Theft,33.73881,-84.36334,2010-06-07,67,2,62
101522072.0,Larceny-Non Vehicle,33.77735,-84.47741,2010-06-01,65,8,60
101520863.0,Auto Theft,33.75764,-84.46364,2010-06-01,117,1,45
101650949.0,Larceny-Non Vehicle,33.7005,-84.46574,2010-06-14,3,11,3
101690706.0,Larceny-From Vehicle,33.77528,-84.48215,2010-06-18,65,1,60
101520712.0,Auto Theft,33.7478,-84.32342,2010-06-01,45,1,42
101811066.0,Larceny-From Vehicle,33.77141,-84.43377,2010-06-30,47,4,61
101811436.0,Burglary-Residence,33.70087,-84.46574,2010-06-30,3,11,3
101621399.0,Larceny-Non Vehicle,33.76632,-84.45483,2010-06-11,47,1,44
101740624.0,Larceny-From Vehicle,33.77723,-84.37205,2010-06-23,14,1,64
101812048.0,Agg Assault,33.81217,-84.35605,2010-06-30,17,4,15
101740323.0,Larceny-Non Vehicle,33.78123,-84.38946,2010-06-23,14,2,22
101562319.0,Larceny-Non Vehicle,33.72025,-84.46254,2010-06-05,38,1,19
101771234.0,Agg Assault,33.69869,-84.48265,2010-06-26,21,1,19
101550981.0,Larceny-From Vehicle,33.76101,-84.37345,2010-06-04,35,1,50
101520441.0,Burglary-Residence,33.7495,-84.3251,2010-06-01,45,1,42
101730729.0,Larceny-Non Vehicle,33.79073,-84.37535,2010-06-22,56,4,12
101720961.0,Auto Theft,33.72569,-84.40163,2010-06-21,28,1,26
101800417.0,Larceny-Non Vehicle,33.7241,-84.5289,2010-06-29,109,1,17
101561775.0,Larceny-From Vehicle,33.76126,-84.38223,2010-06-05,15,2,54
101760793.0,Burglary-Nonres,33.77075,-84.38649,2010-06-28,15,2,54
101610996.0,Larceny-From Vehicle,33.84197,-84.35301,2010-06-10,6,1,6
101791814.0,Agg Assault,33.76205,-84.45404,2010-06-28,117,1,45
101520962.0,Larceny-From Vehicle,33.74709,-84.34962,2010-06-01,89,3,24
101611021.0,Burglary-Residence,33.76098,-84.44032,2010-06-10,31,1,31
101700450.0,Robbery-Pedestrian,33.75887,-84.50312,2010-06-21,4,4,52
101811459.0,Larceny-Non Vehicle,33.74907,-84.41752,2010-06-30,135,4,58
101611865.0,Burglary-Residence,33.66257,-84.52847,2010-06-10,169,1,5
101592044.0,Larceny-Non Vehicle,33.75245,-84.39037,2010-06-08,15,14,13
101601964.0,Larceny-From Vehicle,33.83651,-84.37673,2010-06-09,27,1,9
101521763.0,Larceny-From Vehicle,33.7834,-84.3528,2010-06-01,2,1,2
101712885.0,Burglary-Residence,33.74029,-84.33243,2010-06-20,75,4,69
101780933.0,Auto Theft,33.70278,-84.41017,2010-06-27,63,1,59
101650076.0,Burglary-Residence,33.85615,-84.38169,2010-06-14,73,4,65
101540826.0,Burglary-Residence,33.73508,-84.39734,2010-06-03,59,1,56
101720087.0,Robbery-Pedestrian,33.75775,-84.33144,2010-06-21,42,12,40
101660971.0,Burglary-Residence,33.71413,-84.42207,2010-06-15,63,1,59
101520944.0,Larceny-From Vehicle,33.73805,-84.40262,2010-06-01,59,1,56
101611279.0,Larceny-Non Vehicle,33.85182,-84.3595,2010-06-10,36,3,6
101542445.0,Robbery-Pedestrian,33.76563,-84.38235,2010-06-03,15,1,54
101601713.0,Agg Assault,33.76838,-84.42588,2010-06-09,66,7,61
101712176.0,Auto Theft,33.8399,-84.37007,2010-06-20,10,5,9
101772137.0,Larceny-From Vehicle,33.8153,-84.35299,2010-06-26,17,2,15
101761713.0,Larceny-From Vehicle,33.79129,-84.38686,2010-06-25,14,2,12
101770908.0,Robbery-Residence,33.81476,-84.35001,2010-06-26,17,1,51
101811492.0,Larceny-Non Vehicle,33.75161,-84.32156,2010-06-30,45,1,42
101811157.0,Larceny-Non Vehicle,33.85248,-84.36058,2010-06-30,73,3,67
101600933.0,Auto Theft,33.75886,-84.34028,2010-06-09,42,1,40
101520744.0,Burglary-Residence,33.70695,-84.37414,2010-06-01,13,1,11
101712418.0,Larceny-Non Vehicle,33.74341,-84.43775,2010-06-20,23,7,21
101551644.0,Larceny-From Vehicle,33.75169,-84.29693,2010-06-04,32,1,32
101721680.0,Larceny-From Vehicle,33.75387,-84.39261,2010-06-21,15,4,13
101611745.0,Larceny-Non Vehicle,33.77754,-84.4577,2010-06-10,47,1,70
101661306.0,Burglary-Residence,33.71691,-84.39276,2010-06-15,1,1,1
101631596.0,Larceny-Non Vehicle,33.85325,-84.35832,2010-06-12,36,3,6
101700456.0,Agg Assault,33.7593,-84.43004,2010-06-19,44,1,31
101811016.0,Burglary-Residence,33.67339,-84.37144,2010-06-30,22,8,20
101540191.0,Auto Theft,33.75298,-84.43011,2010-06-03,126,1,58
101751689.0,Burglary-Residence,33.77111,-84.37571,2010-06-24,35,1,35
101882133.0,Burglary-Residence,33.73383,-84.44779,2010-07-07,167,1,21
102001191.0,Auto Theft,33.73365,-84.40221,2010-07-19,28,8,26
101931446.0,Agg Assault,33.78752,-84.45789,2010-07-12,104,1,57
101832423.0,Burglary-Residence,33.81119,-84.42499,2010-07-02,113,1,30
102091905.0,Agg Assault,33.70611,-84.48871,2010-07-28,21,1,19
101821435.0,Burglary-Residence,33.70097,-84.52365,2010-07-01,19,1,17
101941141.0,Larceny-From Vehicle,33.75426,-84.47644,2010-07-19,78,1,72
101980803.0,Larceny-From Vehicle,33.77449,-84.36082,2010-07-17,2,1,2
102030794.0,Robbery-Pedestrian,33.75281,-84.391,2010-07-22,15,14,13
102000931.0,Burglary-Residence,33.65853,-84.35898,2010-07-19,22,1,20
101821216.0,Larceny-Non Vehicle,33.71745,-84.52265,2010-07-01,170,1,17
101841174.0,Burglary-Residence,33.72584,-84.39707,2010-07-03,28,1,26
101840934.0,Larceny-From Vehicle,33.77377,-84.3729,2010-07-03,14,1,64
102091090.0,Burglary-Residence,33.7346,-84.34497,2010-07-28,75,1,69
102021288.0,Larceny-From Vehicle,33.71513,-84.46609,2010-07-21,38,1,19
101821185.0,Larceny-Non Vehicle,33.7407,-84.36764,2010-07-01,67,4,62
101902222.0,Agg Assault,33.69476,-84.38823,2010-07-09,105,1,41
101921062.0,Larceny-Non Vehicle,33.68845,-84.49328,2010-07-11,24,9,23
102032152.0,Burglary-Residence,33.75036,-84.42336,2010-07-22,61,1,58
101910744.0,Larceny-From Vehicle,33.65727,-84.5072,2010-07-10,11,11,5
102000715.0,Larceny-Non Vehicle,33.71691,-84.39276,2010-07-19,1,1,1
101850401.0,Agg Assault,33.6697,-84.49403,2010-07-04,24,11,23
102012029.0,Larceny-From Vehicle,33.77082,-84.35274,2010-07-20,101,1,78
102000984.0,Larceny-Non Vehicle,33.77067,-84.38023,2010-07-19,35,2,35
101952360.0,Larceny-Non Vehicle,33.75626,-84.39076,2010-07-14,15,1,29
102060313.0,Robbery-Pedestrian,33.75055,-84.34624,2010-07-25,42,1,40
101902204.0,Larceny-From Vehicle,33.86004,-84.38018,2010-07-09,73,4,65
101870086.0,Robbery-Pedestrian,33.77199,-84.38726,2010-07-06,14,10,25
101962008.0,Agg Assault,33.70531,-84.35852,2010-07-15,49,1,46
101870982.0,Burglary-Residence,33.78554,-84.39671,2010-07-06,71,1,47
101950110.0,Auto Theft,33.70081,-84.45327,2010-07-14,3,1,3
102100515.0,Auto Theft,33.65951,-84.37095,2010-07-29,22,1,20
101911368.0,Larceny-Non Vehicle,33.84676,-84.36212,2010-07-10,36,3,6
101890801.0,Burglary-Nonres,33.76278,-84.37187,2010-07-08,35,4,35
102022022.0,Larceny-From Vehicle,33.79848,-84.43337,2010-07-21,110,1,73
101830578.0,Larceny-From Vehicle,33.76479,-84.4579,2010-07-02,62,1,45
101911409.0,Burglary-Residence,33.76864,-84.45507,2010-07-10,47,1,44
101860591.0,Auto Theft,33.76011,-84.50557,2010-07-05,4,1,52
101990106.0,Agg Assault,33.76319,-84.41612,2010-07-18,37,1,37
102100369.0,Robbery-Residence,33.72391,-84.39596,2010-07-29,28,1,26
101960808.0,Auto Theft,33.69518,-84.51856,2010-07-15,19,6,17
102040771.0,Larceny-From Vehicle,33.74349,-84.50968,2010-07-23,8,1,4
101961342.0,Larceny-From Vehicle,33.80093,-84.39349,2010-07-15,100,9,18
102070656.0,Burglary-Residence,33.77995,-84.45718,2010-07-26,104,1,70
102091713.0,Robbery-Pedestrian,33.75252,-84.39165,2010-07-28,15,1,13
101920502.0,Burglary-Residence,33.76918,-84.51471,2010-07-11,171,1,43
102091838.0,Larceny-Non Vehicle,33.73812,-84.43276,2010-07-28,34,3,77
102120624.0,Burglary-Residence,33.67479,-84.41619,2010-07-31,74,1,68
101970928.0,Larceny-From Vehicle,33.76523,-84.38475,2010-07-16,15,16,54
101961519.0,Larceny-From Vehicle,33.7514,-84.39098,2010-07-15,15,7,36
101880605.0,Larceny-From Vehicle,33.73435,-84.36671,2010-07-07,67,1,62
102100320.0,Auto Theft,33.67269,-84.38678,2010-07-29,84,1,74
101870210.0,Larceny-From Vehicle,33.74249,-84.37629,2010-07-06,67,1,62
102121769.0,Larceny-From Vehicle,33.84676,-84.36212,2010-07-31,36,3,6
101941221.0,Larceny-From Vehicle,33.72116,-84.46711,2010-07-13,172,1,48
102111149.0,Larceny-From Vehicle,33.7593,-84.37503,2010-07-30,103,2,50
102061572.0,Larceny-Non Vehicle,33.80388,-84.41278,2010-07-25,20,3,30
102010853.0,Burglary-Residence,33.7601,-84.42722,2010-07-20,44,1,31
101850353.0,Larceny-Non Vehicle,33.8097,-84.36553,2010-07-04,54,1,15
102112399.0,Agg Assault,33.81568,-84.44136,2010-07-30,114,1,30
101991254.0,Larceny-Non Vehicle,33.77153,-84.35262,2010-07-18,101,1,78
101882215.0,Larceny-From Vehicle,33.824,-84.36521,2010-07-07,9,3,8
101881568.0,Auto Theft,33.7795,-84.38881,2010-07-07,14,2,22
102021900.0,Burglary-Residence,33.67273,-84.39067,2010-07-21,84,1,74
101870108.0,Larceny-From Vehicle,33.77875,-84.38304,2010-07-06,14,2,25
101991697.0,Auto Theft,33.77736,-84.38442,2010-07-18,14,1,25
101932074.0,Larceny-From Vehicle,33.77082,-84.35274,2010-07-12,101,1,78
102090193.0,Robbery-Pedestrian,33.74014,-84.34537,2010-07-28,75,1,69
101841687.0,Burglary-Residence,33.72833,-84.43288,2010-07-03,95,1,77
101961670.0,Auto Theft,33.76507,-84.4042,2010-07-15,30,1,28
101900889.0,Larceny-From Vehicle,33.73002,-84.46372,2010-07-09,152,1,48
102100200.0,Larceny-From Vehicle,33.78196,-84.40835,2010-07-29,50,1,47
102122047.0,Robbery-Pedestrian,33.79644,-84.36912,2010-07-31,54,4,51
101982075.0,Auto Theft,33.74447,-84.38604,2010-07-17,77,1,62
101910500.0,Agg Assault,33.74463,-84.31162,2010-07-10,142,7,32
101871763.0,Larceny-From Vehicle,33.77154,-84.38024,2010-07-06,14,1,25
102071524.0,Larceny-Non Vehicle,33.75674,-84.34619,2010-07-26,42,3,40
102001144.0,Larceny-Non Vehicle,33.73812,-84.43276,2010-07-19,34,3,77
101960466.0,Larceny-From Vehicle,33.77747,-84.37755,2010-07-15,14,1,64
102122101.0,Larceny-From Vehicle,33.79579,-84.42575,2010-07-31,131,7,73
102050569.0,Auto Theft,33.74603,-84.31679,2010-07-24,142,1,32
102070047.0,Burglary-Residence,33.78166,-84.46498,2010-07-26,104,1,70
101911018.0,Auto Theft,33.73812,-84.43276,2010-07-10,34,3,77
101971118.0,Burglary-Nonres,33.71046,-84.41551,2010-07-16,63,1,59
101941065.0,Larceny-Non Vehicle,33.7567,-84.44956,2010-07-13,117,1,45
102021359.0,Burglary-Residence,33.74525,-84.41909,2010-07-21,132,1,58
102012268.0,Agg Assault,33.75856,-84.37198,2010-07-20,35,1,50
102051206.0,Larceny-Non Vehicle,33.78886,-84.42708,2010-07-24,131,1,73
101850200.0,Larceny-From Vehicle,33.81023,-84.40115,2010-07-04,164,1,39
102071739.0,Robbery-Commercial,33.77154,-84.37445,2010-07-26,35,1,35
101991332.0,Larceny-Non Vehicle,33.84676,-84.36212,2010-07-18,36,3,6
101880907.0,Auto Theft,33.76273,-84.38912,2010-07-07,15,5,29
101961131.0,Larceny-From Vehicle,33.83823,-84.37778,2010-07-15,10,1,9
102050976.0,Larceny-From Vehicle,33.71348,-84.39052,2010-07-24,1,1,1
101980867.0,Robbery-Residence,33.7301,-84.47792,2010-07-17,173,1,48
101860753.0,Auto Theft,33.74383,-84.51912,2010-07-05,146,1,4
101870704.0,Larceny-Non Vehicle,33.76685,-84.36242,2010-07-06,35,2,35
102121267.0,Larceny-From Vehicle,33.75244,-84.39346,2010-07-31,15,4,36
102121727.0,Burglary-Residence,33.69681,-84.51501,2010-07-31,80,1,17
101950141.0,Agg Assault,33.69069,-84.3748,2010-07-14,102,1,41
102091516.0,Larceny-From Vehicle,33.81569,-84.42576,2010-07-28,129,1,30
101870670.0,Agg Assault,33.75546,-84.33644,2010-07-06,42,8,40
102050607.0,Auto Theft,33.68404,-84.35731,2010-07-24,88,1,20
102052120.0,Agg Assault,33.81123,-84.35601,2010-07-24,17,4,51
102001922.0,Agg Assault,33.85555,-84.39039,2010-07-19,174,1,71
102111155.0,Burglary-Residence,33.75481,-84.33953,2010-07-30,42,1,40
101941115.0,Auto Theft,33.75166,-84.32482,2010-07-13,45,4,42
101991915.0,Burglary-Residence,33.7509,-84.3265,2010-07-18,45,1,42
101971181.0,Larceny-Non Vehicle,33.76163,-84.38979,2010-07-16,15,4,29
101910518.0,Burglary-Nonres,33.7585,-84.34709,2010-07-10,42,4,40
101940534.0,Larceny-From Vehicle,33.75757,-84.39487,2010-07-13,15,2,49
102121679.0,Larceny-Non Vehicle,33.77313,-84.41564,2010-07-31,30,4,28
101951107.0,Larceny-From Vehicle,33.75908,-84.46193,2010-07-14,117,1,45
102031422.0,Larceny-Non Vehicle,33.78446,-84.45462,2010-07-22,47,1,57
102042395.0,Agg Assault,33.68463,-84.36481,2010-07-23,86,1,46
101931677.0,Auto Theft,33.78874,-84.40468,2010-07-12,76,3,47
102021634.0,Larceny-From Vehicle,33.78363,-84.38295,2010-07-21,14,2,22
101850411.0,Larceny-From Vehicle,33.77866,-84.38386,2010-07-04,14,2,25
101971872.0,Larceny-Non Vehicle,33.75207,-84.39214,2010-07-16,15,2,13
102051300.0,Robbery-Residence,33.76479,-84.4579,2010-07-24,62,1,45
101840373.0,Larceny-From Vehicle,33.73768,-84.40062,2010-07-03,59,1,56
101962322.0,Larceny-Non Vehicle,33.72618,-84.38259,2010-07-16,112,1,16
101951604.0,Larceny-From Vehicle,33.77417,-84.333,2010-07-14,90,1,75
102030464.0,Larceny-From Vehicle,33.75731,-84.32174,2010-07-22,45,1,42
102050704.0,Larceny-From Vehicle,33.78652,-84.49013,2010-07-24,155,16,33
101881456.0,Larceny-From Vehicle,33.75168,-84.38198,2010-07-07,15,2,66
102102135.0,Auto Theft,33.75916,-84.31578,2010-07-29,45,1,42
102070550.0,Auto Theft,33.75552,-84.37797,2010-07-26,103,10,50
102031011.0,Burglary-Residence,33.74471,-84.48125,2010-07-22,141,1,48
102112310.0,Larceny-Non Vehicle,33.83103,-84.38578,2010-07-30,27,2,9
101851003.0,Auto Theft,33.79381,-84.38404,2010-07-04,56,1,12
101860968.0,Burglary-Residence,33.73454,-84.51059,2010-07-05,8,1,4
101981882.0,Larceny-Non Vehicle,33.6999,-84.37546,2010-07-17,13,1,11
102121256.0,Burglary-Residence,33.75412,-84.33421,2010-07-31,45,1,40
102022184.0,Robbery-Pedestrian,33.79912,-84.46901,2010-07-21,165,1,57
101891431.0,Larceny-Non Vehicle,33.84676,-84.36212,2010-07-08,36,3,6
102060931.0,Larceny-Non Vehicle,33.76383,-84.41787,2010-07-25,66,1,61
101891219.0,Larceny-Non Vehicle,33.72231,-84.44541,2010-07-08,7,1,7
101871464.0,Auto Theft,33.76718,-84.35131,2010-07-06,99,1,78
101971061.0,Burglary-Residence,33.77411,-84.38484,2010-07-16,14,1,25
102081665.0,Larceny-From Vehicle,33.86744,-84.3816,2010-07-27,72,4,65
101940628.0,Burglary-Nonres,33.75722,-84.41827,2010-07-13,122,1,31
102061800.0,Larceny-From Vehicle,33.77487,-84.38975,2010-07-25,14,2,25
101840931.0,Larceny-Non Vehicle,33.75998,-84.51113,2010-07-03,157,1,4
101971958.0,Robbery-Commercial,33.72174,-84.40839,2010-07-16,16,4,14
101872078.0,Larceny-From Vehicle,33.76491,-84.3826,2010-07-06,15,1,54
102081668.0,Auto Theft,33.74141,-84.31461,2010-07-27,142,1,32
102000593.0,Auto Theft,33.75251,-84.36156,2010-07-19,89,1,24
101891039.0,Burglary-Residence,33.72446,-84.40302,2010-07-08,28,1,26
101872046.0,Robbery-Pedestrian,33.76069,-84.4176,2010-07-06,122,1,31
101870488.0,Larceny-From Vehicle,33.65208,-84.37765,2010-07-06,162,2,20
102081879.0,Burglary-Residence,33.73299,-84.38082,2010-07-27,18,1,16
101840193.0,Robbery-Residence,33.77996,-84.35073,2010-07-03,2,1,2
101951445.0,Agg Assault,33.75339,-84.4192,2010-07-14,61,1,58
101911974.0,Agg Assault,33.70154,-84.38175,2010-07-10,13,1,11
101900147.0,Robbery-Pedestrian,33.84557,-84.35858,2010-07-09,36,1,6
102011334.0,Larceny-From Vehicle,33.86004,-84.38018,2010-07-20,73,4,65
101920708.0,Larceny-From Vehicle,33.73448,-84.45947,2010-07-11,152,1,48
102060543.0,Auto Theft,33.6697,-84.49403,2010-07-25,24,11,23
102071113.0,Larceny-Non Vehicle,33.77298,-84.47459,2010-07-26,65,1,60
102011978.0,Larceny-Non Vehicle,33.74593,-84.403,2010-07-20,91,1,49
101950196.0,Agg Assault,33.78497,-84.37867,2010-07-14,14,2,22
102000634.0,Auto Theft,33.7615,-84.40913,2010-07-19,37,1,37
101940493.0,Robbery-Pedestrian,33.75712,-84.43869,2010-07-13,31,1,31
102040778.0,Larceny-Non Vehicle,33.70925,-84.35079,2010-07-23,85,1,55
101891213.0,Agg Assault,33.7724,-84.41457,2010-07-08,30,1,28
101821031.0,Auto Theft,33.75262,-84.4012,2010-07-01,91,1,49
102040860.0,Burglary-Nonres,33.6753,-84.40899,2010-07-23,74,1,68
101870402.0,Auto Theft,33.7399,-84.40488,2010-07-06,59,1,56
101830495.0,Larceny-From Vehicle,33.75453,-84.38851,2010-07-02,15,4,66
101841116.0,Larceny-From Vehicle,33.74741,-84.29245,2010-07-03,32,3,32
102050234.0,Burglary-Residence,33.67687,-84.38231,2010-07-24,87,1,74
101952280.0,Larceny-From Vehicle,33.77487,-84.38975,2010-07-14,14,2,25
102100454.0,Auto Theft,33.76128,-84.37323,2010-07-29,35,1,50
101891139.0,Auto Theft,33.7724,-84.41457,2010-07-11,30,1,28
101920994.0,Larceny-Non Vehicle,33.75912,-84.3726,2010-07-11,103,4,50
101972295.0,Larceny-From Vehicle,33.80388,-84.41278,2010-07-16,20,3,30
102112351.0,Larceny-From Vehicle,33.81987,-84.37116,2010-07-30,9,2,8
101820334.0,Larceny-Non Vehicle,33.74827,-84.39732,2010-07-01,15,1,36
102031019.0,Burglary-Residence,33.76507,-84.4042,2010-07-22,30,1,28
102070861.0,Larceny-From Vehicle,33.80693,-84.47576,2010-07-26,134,1,73
101830004.0,Larceny-From Vehicle,33.73543,-84.39856,2010-07-02,59,1,56
102120546.0,Larceny-Non Vehicle,33.76945,-84.50091,2010-07-31,46,1,43
101851123.0,Larceny-From Vehicle,33.84743,-84.37089,2010-07-04,73,2,67
102040817.0,Auto Theft,33.70546,-84.40814,2010-07-23,63,1,59
102032148.0,Agg Assault,33.75301,-84.41778,2010-07-22,61,1,58
102012026.0,Burglary-Residence,33.74548,-84.43384,2010-07-20,23,1,21
101901961.0,Larceny-From Vehicle,33.68841,-84.48742,2010-07-09,24,1,23
102060178.0,Larceny-From Vehicle,33.68677,-84.49773,2010-07-25,24,1,23
101902293.0,Larceny-Non Vehicle,33.68111,-84.39373,2010-07-09,43,1,68
101901247.0,Robbery-Commercial,33.68711,-84.40862,2010-07-09,68,1,63
101911322.0,Larceny-From Vehicle,33.78116,-84.4107,2010-07-10,50,1,47
101921601.0,Larceny-Non Vehicle,33.77036,-84.47476,2010-07-11,65,1,60
101920400.0,Agg Assault,33.76981,-84.38514,2010-07-11,15,2,54
101881057.0,Burglary-Nonres,33.73913,-84.42982,2010-07-07,34,4,34
102031634.0,Larceny-From Vehicle,33.76924,-84.47817,2010-07-22,65,1,60
101821437.0,Burglary-Residence,33.73631,-84.39855,2010-07-01,59,1,56
101930572.0,Larceny-From Vehicle,33.76722,-84.43255,2010-07-12,66,1,61
101971645.0,Larceny-From Vehicle,33.78183,-84.41244,2010-07-16,50,1,47
102001391.0,Burglary-Residence,33.75374,-84.5188,2010-07-19,145,1,4
101890403.0,Larceny-Non Vehicle,33.68143,-84.39669,2010-07-08,43,1,41
101930885.0,Larceny-Non Vehicle,33.7636,-84.35138,2010-07-12,99,1,78
101930971.0,Robbery-Pedestrian,33.6739,-84.38754,2010-07-12,84,11,74
102001293.0,Burglary-Residence,33.72907,-84.46483,2010-07-19,152,1,48
102092027.0,Larceny-Non Vehicle,33.72011,-84.35048,2010-07-28,151,3,55
102070718.0,Auto Theft,33.7873,-84.39241,2010-07-26,71,1,47
102040812.0,Robbery-Commercial,33.70852,-84.4183,2010-07-23,63,1,59
102090585.0,Robbery-Residence,33.71148,-84.38302,2010-07-28,79,1,1
102050487.0,Burglary-Nonres,33.84738,-84.42786,2010-07-24,29,1,71
101880651.0,Larceny-From Vehicle,33.72949,-84.36592,2010-07-07,67,1,62
101901555.0,Agg Assault,33.73046,-84.40638,2010-07-09,28,1,26
101941020.0,Burglary-Residence,33.71303,-84.42031,2010-07-13,63,1,59
102081450.0,Robbery-Pedestrian,33.71423,-84.42436,2010-07-27,63,1,59
101980482.0,Larceny-Non Vehicle,33.84016,-84.3702,2010-07-17,10,1,9
101901109.0,Larceny-From Vehicle,33.83209,-84.38499,2010-07-09,41,4,9
102041084.0,Larceny-Non Vehicle,33.66253,-84.52334,2010-07-23,5,11,5
101971178.0,Larceny-From Vehicle,33.75915,-84.35226,2010-07-16,99,1,78
101880824.0,Burglary-Residence,33.68913,-84.37053,2010-07-07,102,7,41
101850215.0,Burglary-Residence,33.77649,-84.37893,2010-07-04,14,1,25
102050035.0,Auto Theft,33.75283,-84.36687,2010-07-24,35,2,50
101892121.0,Agg Assault,33.68111,-84.39373,2010-07-08,43,1,68
101950274044.0,Homicide,33.7019,-84.38564,2010-07-14,13,1,11
101840894.0,Larceny-From Vehicle,33.67567,-84.48684,2010-07-03,24,1,23
102101035.0,Larceny-Non Vehicle,33.72867,-84.4056,2010-07-29,28,1,26
101981888.0,Larceny-Non Vehicle,33.84676,-84.36212,2010-07-17,36,3,6
101952008.0,Larceny-Non Vehicle,33.75685,-84.3886,2010-07-14,15,2,29
102012196.0,Robbery-Commercial,33.75095,-84.46728,2010-07-20,121,1,72
102001888.0,Burglary-Residence,33.80174,-84.41093,2010-07-19,20,1,30
102041176.0,Burglary-Residence,33.77933,-84.45749,2010-07-23,47,1,70
101870861.0,Larceny-Non Vehicle,33.77524,-84.47196,2010-07-06,62,1,70
102070996.0,Burglary-Nonres,33.71735,-84.42248,2010-07-26,96,1,14
101890484.0,Robbery-Pedestrian,33.74852,-84.39636,2010-07-08,15,4,36
